Initial Sentence,Sentence with Typos,Corrected Sentence,Mistake Probability,WER,CER,Levenshtein Weight,Language Model Weight
it is essential that the commission should have the benefit of parliament 's contribution to the shaping of what would be a key component of raising consumer health protection to a new plane and thereby restoring consumer confidence in the european union 's food safety regime .,ik is essential that the cwmmislion should have thu besgfit of pamliaxent 's cintyibution ty the shapinb of what evuld be a key compdnent pf raisgng ccnsumer hjalth irouectfhn to z rew plane and tvereby resroring consumro ponfieence in tpe ewropeon uneon Ds foym yafety reglme .,in is essential that the commission should have the benefit of parliament ' contribution to the sharing of what would be a key component pm raising consumer health protection to new plane and very removing consumers confidence in the european union s form safety regime,0.18,0.23404255319148937,0.07194244604316546,0.7,0.3
delays in the cen ' s work are now making it difficult to apply this very directive .,deykps in the cee ' t work aru now making it dihficult to apply this very directibe .,denies in the see ' t work are now making it difficult to apply this very direction,0.18,0.2777777777777778,0.11764705882352941,0.7,0.3
in other words   whenever i get the chance   i shall take everything out of the annexes and cram it into the legislative text .,in ophef words   whgneper i get the chance   i shhll taoe everitheng out og the annexws and cram it imto lha leqislative temt .,in open words wherever i get the chance i shell take everything out of the news and crab it into la legislation test,0.18,0.375,0.14634146341463414,0.7,0.3
much remains to be done   however   and i call on the commission to be far tougher in exposing the subsidy junkies of europe .,muct remains to be dooe   howeieg   and i call ok the coemxsston to be far tougher in pxpooing the subswpy jbnkles of eufope .,must remains to be done however and i call of the commission to be far tougher in exporting the subsidy bales of europe,0.18,0.20833333333333334,0.09836065573770492,0.7,0.3
in this respect   i believe that   firstly   it is essential to highlight the fact that the european union has not been inactive since the notorious sinking of the amoco cadiz in 1978 off the french coast .,is this rpspect   i belleve that   fisstly   at is vssential to hiehlsght the ftct ohdt the eiropean union has net beex inactive sinca tzw dotorfous sioking of rhe amoco cadiz in C978 off tqe frbnch cqast .,is this respect i believe that first at is essential to highlights the fact that the european union has net been active since the doctors smoking of the among radio in 1998 off the french coast,0.18,0.32432432432432434,0.11,0.7,0.3
this new phase   or rather policy   identifies the prospect of integrating the region into europe as the only option for settling its conflicts peacefully .,shis new ghase   ob rather policy   identifies tue prospeft pf inttgrauing the region izao eurepe as the only xpkron oor settding its mcnflints muacefully .,this new phase of rather policy identified the prospect pm trading the region iraq europe as the only pro for setting its clients carefully,0.18,0.4,0.17763157894736842,0.7,0.3
to avoid this the european liberal democrats have expressed the hope that the intergovernmental conference will consider the various models of differentiated integration and create a concentric union   in which there is a federal core and a less integrated outer ring .,to fvofd this the europiae liberjl sfmocrato hive expregfed the hope that the enoesgevernmpntal confdrence wily consiver the various kodels of difgeremxiated iltegrahion ond create c concrntrsc ugiok   in qhxce thvre io a oeneral core nnd a less antwgraten outxr ring .,to food this the europe liberal democrats have expressed the hope that the environmental conference will consider the various models of different immigration on create c concerns union in the there to a general core and a less integrated outer ring,0.18,0.2857142857142857,0.13857677902621723,0.7,0.3
we are talking about deeds by the freedom party and mr haider .,we are tjkkvng abouj deeds bc the freedom purty and mr hlider .,we are taking about needs bc the from party and mr older,0.18,0.46153846153846156,0.1746031746031746,0.7,0.3
i believe that   despite the fears that may be felt by the two communities on the island   these points   which could be viewed in a negative light by the authorities on both sides   may in the end justify hopes of an ultimate solution .,i bfoieve tbat   bespibe the fears that may be fedt bj thi two commkninies on tse island   ehese points   weizs cound be viewek fn a negative light by the axthorities on fotb sidis   may an tae end justify kbped of an ulzimate solueion .,i believe that despite the fears that may be feet be the two communities on the island these points weeks could be viewed on a negative light by the authorities on for sides may an the end justice wiped of an ultimate solution,0.18,0.20454545454545456,0.07860262008733625,0.6,0.4
the second is to create internationally competitive conditions   which will enable us to improve the economic fabric of the european union   and this will have positive knock-on effects on the problems of social exclusion .,the second ik to cjeate intjrnationally compvtitive condptiods   which wnli egable us ro lmprovp thh esonomic fafrjc oi xfc eupopean union   ana this will have positive ahoqk-on effects on the prcblems of social eabcuspon .,the second in to create internationally competitive conditions which well enable us to improve the economic fabric of of european union and this will have positive horizon effects on the problems of social extension,0.18,0.17142857142857143,0.0684931506849315,0.6,0.4
